windowDuration,timeSinceLastSensorEvent,prevDominantSensor1,prevDominantSensor2,lastSensorLocation,lastMotionLocation,complexity,activityChange,areaTransitions,numDistinctSensors,sensorCount-Bathroom,sensorCount-Bedroom,sensorCount-Chair,sensorCount-DiningRoom,sensorCount-Hall,sensorCount-Ignore,sensorCount-Kitchen,sensorCount-LivingRoom,sensorCount-Office,sensorCount-OutsideDoor,sensorCount-WorkArea,sensorElTime-Bathroom,sensorElTime-Bedroom,sensorElTime-Chair,sensorElTime-DiningRoom,sensorElTime-Hall,sensorElTime-Ignore,sensorElTime-Kitchen,sensorElTime-LivingRoom,sensorElTime-Office,sensorElTime-OutsideDoor,sensorElTime-WorkArea,labels
972.0,0.0,5.0,7.0,7.0,7.0,0.9871377743721864,0.5740740740740741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.24,0.0,15.11,0.0,0.0,0.0,14451.23724,14452.637674,86400.0,9997.928008,86400.0,0.025655,9998.042625,0.0,86400.0,10179.530208,86400.0,0
274.0,1.0,7.0,7.0,7.0,7.0,0.783776947484701,0.4963503649635036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.870000000000001,0.0,26.480000000000004,0.0,0.0,0.0,3063.262618,3064.060948,86400.0,2556.623666,86400.0,8.304199,1485.150029,0.0,86400.0,2629.841014,86400.0,0
331.0,37.0,7.0,7.0,7.0,7.0,0.9182958340544896,0.29607250755287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.660000000000002,0.0,22.69,0.0,0.0,0.0,5828.738455,5828.470464,86400.0,5582.238349,86400.0,193.241228,5581.494162,0.0,86400.0,5820.738749,86400.0,0
2754.0,1001.0,7.0,6.0,5.0,7.0,0.6500224216483541,0.1434277414669571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.770000000000001,0.0,28.58000000000001,0.0,0.0,0.0,4912.782251,4914.001553,86400.0,4803.92151,86400.0,0.0,4804.568103,1001.165828,86400.0,4911.182662,86400.0,0
278.0,3.0,7.0,7.0,7.0,7.0,0.8812908992306927,0.8201438848920863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.28,0.0,24.07,0.0,0.0,0.0,7631.029604,7631.372053,86400.0,7785.174207,86400.0,2.269265,7782.532089,0.0,86400.0,7629.332365,86400.0,0
688.0,1.0,7.0,7.0,7.0,7.0,0.8366407419411673,0.6119186046511628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,0.0,24.52,0.0,0.0,0.0,2326.418228,2326.150237,86400.0,2079.918122,86400.0,267.735558,2079.173935,0.0,86400.0,2318.418522,86400.0,0
37.0,0.0,0.0,0.0,0.0,0.0,0.8812908992306927,0.5945945945945946,0.0,0.0,23.92,0.0,0.0,0.0,0.0,10.43,0.0,0.0,0.0,0.0,0.0,0.0,170.727249,86400.0,4343.940877,86400.0,0.027793,4351.814842,173.174256,86400.0,4150.081874,86400.0,2
33.0,0.0,7.0,5.0,6.0,6.0,0.6067807509426306,0.6060606060606061,2.0,0.0,0.0,0.0,0.0,1.2800000000000002,0.0,4.720000000000001,28.35,0.0,0.0,0.0,0.0,4247.442001,4248.208795,86400.0,32.472412,86400.0,6.637467,0.0,39.34797,86400.0,3579.182495,86400.0,1
111.0,2.0,7.0,7.0,6.0,6.0,0.4689955935892812,0.4144144144144144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6000000000000005,30.75,0.0,0.0,0.0,0.0,4363.945241,4364.712035,86400.0,148.975652,86400.0,100.016931,0.0,155.85121,86400.0,3695.685735,86400.0,1
231.0,52.0,7.0,7.0,5.0,7.0,0.9967916319816366,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.689999999999998,0.0,18.66,0.0,0.0,0.0,4189.628777,4189.971226,86400.0,4343.77338,86400.0,0.0,4341.131262,111.518146,86400.0,4187.931538,86400.0,0
130.0,2.0,7.0,7.0,7.0,7.0,0.8366407419411673,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.580000000000002,0.0,24.770000000000003,0.0,0.0,0.0,6123.849899,6123.581908,86400.0,5877.349793,86400.0,30.380944,5876.605606,0.0,86400.0,6115.850193,86400.0,0
58.0,1.0,1.0,1.0,0.0,0.0,1.5583650750337452,0.3793103448275862,2.0,0.0,13.260000000000002,9.960000000000004,0.0,0.0,0.0,10.12,0.0,0.0,0.0,1.01,0.0,0.0,41.048064,86400.0,1700.050363,86400.0,0.5719,1700.623942,1690.285368,86400.0,0.539495,86400.0,2
