windowDuration,timeSinceLastSensorEvent,prevDominantSensor1,prevDominantSensor2,lastSensorLocation,lastMotionLocation,complexity,activityChange,areaTransitions,numDistinctSensors,sensorCount-Bathroom,sensorCount-Bedroom,sensorCount-Chair,sensorCount-DiningRoom,sensorCount-Hall,sensorCount-Ignore,sensorCount-Kitchen,sensorCount-LivingRoom,sensorCount-Office,sensorCount-OutsideDoor,sensorCount-WorkArea,sensorElTime-Bathroom,sensorElTime-Bedroom,sensorElTime-Chair,sensorElTime-DiningRoom,sensorElTime-Hall,sensorElTime-Ignore,sensorElTime-Kitchen,sensorElTime-LivingRoom,sensorElTime-Office,sensorElTime-OutsideDoor,sensorElTime-WorkArea,labels
83.0,1.0,6.0,6.0,6.0,6.0,0.5665095065529053,0.6626506024096386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.41,29.940000000000005,0.0,0.0,0.0,0.0,32810.556923,2781.209704,5523.787184,86400.0,86400.0,1.120425,0.0,1695.724794,86400.0,1135.869603,1697.795134,1
111.0,2.0,6.0,6.0,6.0,6.0,0.5665095065529053,0.4864864864864865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.890000000000001,29.46,0.0,0.0,0.0,0.0,32026.91077,1997.563551,4740.141031,86400.0,86400.0,61.499731,0.0,912.078641,86400.0,352.22345,914.148981,1
62.0,3.0,6.0,6.0,6.0,6.0,0.7219280948873623,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.960000000000001,27.390000000000008,0.0,0.0,0.0,0.0,31310.377081,1281.029862,4023.607342,86400.0,86400.0,14.855771,0.0,195.544952,86400.0,530.921828,197.615292,1
48.0,7.0,6.0,6.0,6.0,6.0,0.9871377743721864,0.3541666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.860000000000005,19.49,0.0,0.0,0.0,0.0,31735.836896,1706.489677,4449.067157,86400.0,86400.0,6.854667,0.0,621.004767,86400.0,61.149576,623.075107,1
33.0,0.0,6.0,6.0,6.0,6.0,0.8812908992306927,0.4242424242424242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.54,23.81,0.0,0.0,0.0,0.0,14187.230694,2093.609901,2173.69155,86400.0,86400.0,1.604176,0.0,994.220455,86400.0,1516.772537,2177.593504,1
130.0,4.0,7.0,1.0,5.0,0.0,1.567559950625438,0.4230769230769231,2.0,0.0,12.140000000000002,9.540000000000004,0.0,0.0,0.0,11.41,0.0,1.2600000000000002,0.0,0.0,0.0,3.684857,50.090671,179.061715,86400.0,86400.0,0.0,134.637227,129.47653,86400.0,921.682657,9368.977614,2
31.0,0.0,6.0,6.0,5.0,1.0,2.179573929646792,0.7741935483870968,12.0,0.0,1.03,7.370000000000001,2.390000000000001,0.0,0.0,8.25,6.15,9.16,0.0,0.0,0.0,0.899167,0.093371,9.395779,86400.0,86400.0,0.0,6.960926,3.103582,86400.0,2989.917478,6231.083616,2
55.0,4.0,6.0,6.0,5.0,6.0,0.783776947484701,0.6909090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.610000000000001,26.74,0.0,0.0,0.0,0.0,13680.251204,1586.630411,1666.71206,86400.0,86400.0,0.0,3.688254,487.240965,86400.0,1009.793047,1670.614014,1
68.0,6.0,6.0,6.0,6.0,6.0,0.5665095065529053,0.2205882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.550000000000001,29.8,0.0,0.0,0.0,0.0,32611.145005,2581.797786,5324.375266,86400.0,86400.0,13.549338,0.0,1496.312876,86400.0,936.457685,1498.383216,1
28.0,1.0,6.0,6.0,0.0,0.0,1.9008932839587716,0.3214285714285714,7.0,0.0,1.0,11.77,0.0,0.0,0.0,5.7700000000000005,6.2700000000000005,9.54,0.0,0.0,0.0,0.0,1.188387,1099.256975,86400.0,86400.0,14.22489,21.078396,16.54376,86400.0,2643.484463,28204.818065,2
